url,tweet,dia,mes,aÃ±o,latitud,longitud,alcaldia,termino,efecto,marca_vacuna,tweet_tokenizado,fecha
https://twitter.com/AlexaCz/status/1443013470660833282,"A 12 horas de la vacuna siento que mi brazo se me cae, me duele la cabeza y empiezo con un poco de fiebre ðŸ¤§

#Vacunacion18a29
#CoyoacÃ¡n 
#Prepa5
#VacunacionCDMX
#SputnikV",28,septiembre,2021,19.3500942,-99.1623319,CoyoacÃ¡n,"""vacuna CoyoacÃƒÂ¡n""",dolor cabeza,sputnik,hora vacuna sentir brazo caer dolor cabeza empiezo fiebre vacuna coyoacan prepa vacuna sputnik,28/09/2021
https://twitter.com/KiritoShin1986/status/1418276348657811460,Buenas tardes soy de CoyoacÃ¡n tuve efectos secundarios con la vacuna Sputnik V solo dolor de cabeza y mareo quÃ© tratamiento se puede usar me dijeron quÃ© solo con paracetamol pero no se me quita fui vacunado antier gracias @telediario https://t.co/nj5ky2gzPp,22,julio,2021,19.3500942,-99.1623319,CoyoacÃ¡n,"""vacuna CoyoacÃƒÂ¡n""",dolor cabeza,sputnik,coyoacan efecto secundario vacuna sputnik dolor cabeza mareo tratamiento paracetamol quitar vacuna gracias,22/07/2021
https://twitter.com/KiritoShin1986/status/1418276348657811460,Buenas tardes soy de CoyoacÃ¡n tuve efectos secundarios con la vacuna Sputnik V solo dolor de cabeza y mareo quÃ© tratamiento se puede usar me dijeron quÃ© solo con paracetamol pero no se me quita fui vacunado antier gracias @telediario https://t.co/nj5ky2gzPp,22,julio,2021,19.3500942,-99.1623319,CoyoacÃ¡n,"""vacuna CoyoacÃƒÂ¡n""",mareo,sputnik,coyoacan efecto secundario vacuna sputnik dolor cabeza mareo tratamiento paracetamol quitar vacuna gracias,22/07/2021
https://twitter.com/kovichVilleber/status/1415804453278699521,"@LaChinatriple Sabes que vacuna estÃ¡n poniendo en Tlalne? AcÃ¡ en CoyoacÃ¡n pusieron la Aztra Zeneca y tuve cuerpo cortado, dolor de cabeza y algo de dolor en el brazo por dos dÃ­as.",15,julio,2021,19.3500942,-99.1623319,CoyoacÃ¡n,"""vacuna CoyoacÃƒÂ¡n""",dolor cabeza,astrazeneca,vacuna elaine coyoacan astrazeneca cuerpo cortado dolor cabeza dolor brazo,15/07/2021
https://twitter.com/kovichVilleber/status/1415804453278699521,"@LaChinatriple Sabes que vacuna estÃ¡n poniendo en Tlalne? AcÃ¡ en CoyoacÃ¡n pusieron la Aztra Zeneca y tuve cuerpo cortado, dolor de cabeza y algo de dolor en el brazo por dos dÃ­as.",15,julio,2021,19.3500942,-99.1623319,CoyoacÃ¡n,"""vacuna CoyoacÃƒÂ¡n""",dolor brazo,astrazeneca,vacuna elaine coyoacan astrazeneca cuerpo cortado dolor cabeza dolor brazo,15/07/2021
https://twitter.com/kovichVilleber/status/1415804453278699521,"@LaChinatriple Sabes que vacuna estÃ¡n poniendo en Tlalne? AcÃ¡ en CoyoacÃ¡n pusieron la Aztra Zeneca y tuve cuerpo cortado, dolor de cabeza y algo de dolor en el brazo por dos dÃ­as.",15,julio,2021,19.3500942,-99.1623319,CoyoacÃ¡n,"""vacuna CoyoacÃƒÂ¡n""",cuerpo cortado,astrazeneca,vacuna elaine coyoacan astrazeneca cuerpo cortado dolor cabeza dolor brazo,15/07/2021
https://twitter.com/lu_aglr_/status/1421610665463136261,"Tengo unos amigos que viven en Iztapalapa y el jueves fueron a vacunarse a la prepa 9, y ese dÃ­a por la noche estaban fregando con su ""Tengo un dolor de cuerpo horrible y fiebre"" y ahorita ya andan enfiestados, la vacuna quedÃ³ asÃ­  ðŸ¤¡ðŸ¤¡",31,julio,2021,19.3591195,-99.0929294,Iztapalapa,"""vacuna Iztapalapa""",fiebre,,amigo vivir iztapalapa jueves vacuna prepa noche fregando dolor cuerpo horrible fiebre ahorita andar enfrentado vacuna quedar,31/07/2021
https://twitter.com/lu_aglr_/status/1421610665463136261,"Tengo unos amigos que viven en Iztapalapa y el jueves fueron a vacunarse a la prepa 9, y ese dÃ­a por la noche estaban fregando con su ""Tengo un dolor de cuerpo horrible y fiebre"" y ahorita ya andan enfiestados, la vacuna quedÃ³ asÃ­  ðŸ¤¡ðŸ¤¡",31,julio,2021,19.3591195,-99.0929294,Iztapalapa,"""vacuna Iztapalapa""",dolor cuerpo,,amigo vivir iztapalapa jueves vacuna prepa noche fregando dolor cuerpo horrible fiebre ahorita andar enfrentado vacuna quedar,31/07/2021
https://twitter.com/MASDYNAMO/status/1410446284465528833,"Ah la madre me pusieron la Vacuna de Astra Zeneca para COVID-19 y las reacciones secundarias se sienten de la chingada. Fiebre constante, dolor de cuerpo y dolor de cabeza. Todo sea por protegerse. La organizaciÃ³n en Iztapalapa es ejemplar. #COVID19",30,junio,2021,19.3591195,-99.0929294,Iztapalapa,"""vacuna Iztapalapa""",fiebre,astrazeneca,ah madre vacuna astrazeneca covid reaccion secundario sentir chingada fiebre constante dolor cuerpo dolor cabeza proteger organizacion iztapalapa ejemplar,30/06/2021
https://twitter.com/MASDYNAMO/status/1410446284465528833,"Ah la madre me pusieron la Vacuna de Astra Zeneca para COVID-19 y las reacciones secundarias se sienten de la chingada. Fiebre constante, dolor de cuerpo y dolor de cabeza. Todo sea por protegerse. La organizaciÃ³n en Iztapalapa es ejemplar. #COVID19",30,junio,2021,19.3591195,-99.0929294,Iztapalapa,"""vacuna Iztapalapa""",dolor cabeza,astrazeneca,ah madre vacuna astrazeneca covid reaccion secundario sentir chingada fiebre constante dolor cuerpo dolor cabeza proteger organizacion iztapalapa ejemplar,30/06/2021
https://twitter.com/MASDYNAMO/status/1410446284465528833,"Ah la madre me pusieron la Vacuna de Astra Zeneca para COVID-19 y las reacciones secundarias se sienten de la chingada. Fiebre constante, dolor de cuerpo y dolor de cabeza. Todo sea por protegerse. La organizaciÃ³n en Iztapalapa es ejemplar. #COVID19",30,junio,2021,19.3591195,-99.0929294,Iztapalapa,"""vacuna Iztapalapa""",dolor cuerpo,astrazeneca,ah madre vacuna astrazeneca covid reaccion secundario sentir chingada fiebre constante dolor cuerpo dolor cabeza proteger organizacion iztapalapa ejemplar,30/06/2021
https://twitter.com/ValentinaBourne/status/1370589344872947712,"@DonVocero No se le debe nada al miserable ese, asquerosa miniatura de tirano bananero, hoy le tocÃ³ la vacuna pfizer a mi mamÃ¡ en la Miguel hidalgo y tiene sÃ­ntomas leves como dolor del brazo, a ver cÃ³mo pasa la noche y me dijo que fue sÃºper Ã¡gil y me dijo,si me preguntan algo del imbecil..",12,marzo,2021,19.4075059,-99.1917103,Miguel Hidalgo,"""vacuna Miguel Hidalgo""",dolor brazo,pfizer,deber miserable asqueroso miniatura tirano bananero tocar vacuna pfizer mama miguel hidalgo sintoma leve dolor brazo pasar noche super agil preguntar imbecil,12/03/2021
https://twitter.com/Paco_Vite/status/1414361633506344976,"@itelloarista La segunda dosis, allÃ¡ en Iztapalapa, Sputnik, sÃ­ provocÃ³ sensaciÃ³n de fiebre y somnolencia (o serÃ­a que a la primera fui en bici, a la segunda en transporte pÃºblico).

Igual esta perenne sensaciÃ³n de riesgo, de desencanto con un contexto tan sobrecargado.

Angustia, en efecto.",11,julio,2021,19.4837824,-99.1844166,Azcapotzalco,"""dosis Iztapalapa""",fiebre,sputnik,dosis iztapalapa sputnik provocar sensacion fiebre somnolencia primero bici transporte publico perenne sensacion riesgo desencanto contexto sobrecargado angustia efecto,11/07/2021
https://twitter.com/SCCOQUINHO/status/1412917776822452224,Che temperatura ðŸ¤’ va y viene :( cuanto duran estas reacciones de la #VacunaCOVID19 #AstraZeneca,7,julio,2021,19.3717897,-99.1579191,Benito JuÃ¡rez,#AstraZeneca,temperatura,astrazeneca,che temperatura venir duran reaccion vacuna astrazeneca,07/07/2021
https://twitter.com/kropcomx/status/1410087281923399681,Ya quiero tener fiebre de nuevo y alucinar conejitos Â¿Pa cuÃ¡ndo la 2da dosis del #AstraZeneca,29,junio,2021,19.3717897,-99.1579191,Benito JuÃ¡rez,#AstraZeneca,fiebre,astrazeneca,fiebre alucinar conejito dosis astrazeneca,29/06/2021
https://twitter.com/Madonnitoo_/status/1414095736803835904,"Goeyâ€¦ Cambiando de tema estoy muy agradecido de no haber presentado ningÃºn sÃ­ntoma despuÃ©s de mi vacuna #AstraZeneca 
Tuve por maÃ±ana dolor en el brazo en quÃ© me aplicaron la vacuna pero pocas horas despuÃ©s pasÃ³! ðŸ™ðŸ½ðŸ¥³",11,julio,2021,19.4837824,-99.1844166,Azcapotzalco,#AstraZeneca,dolor brazo,astrazeneca,joey cambiar tema agradecido presentar sintoma vacuna astrazeneca manana dolor brazo aplicaron vacuna hora pasar,11/07/2021
https://twitter.com/Vivalyk/status/1490041388997742599,Pues gracias a Dios no nos hizo muchos estragos la vacuna ðŸ¦  #COVID19 solo un poco de dolor en el brazo. ðŸ˜… #AstraZeneca  #Sputnik ðŸ™ðŸ»ðŸ‘ŒðŸ»,5,febrero,2022,19.4075059,-99.1917103,Miguel Hidalgo,#AstraZeneca,dolor brazo,astrazeneca,gracias dios estrago vacuna dolor brazo astrazeneca sputnik,05/02/2022
https://twitter.com/mimigutierrezgg/status/1413506330397003788,"Definitivamente yo! ðŸ˜¤ðŸ¤¯

Mi estatus: 9:30 am, hace 2 dÃ­as me vacunaron, hoy ya me siento mucho mejor, solo que hay un pequeÃ±o dolor en la cabeza que si estornudo me duele.  Hoy por fin reanude mis actividades en la oficina. #AstraZeneca #VacunaCOVID19 #COVID19 https://t.co/Q4XR2kvKQE",9,julio,2021,19.3962535,-99.0965875,Iztacalco,#AstraZeneca,dolor cabeza,astrazeneca,definitivamente estatus mediodia vacuna sentir pequeno dolor cabeza estornudo dolor reanude actividad oficina astrazeneca vacuna,09/07/2021
https://twitter.com/mimigutierrezgg/status/1413305212132106241,"Yo por la tarde ðŸ˜¶

2:17  pm dolor de cabeza y un poquito de fiebre #VacunaCOVID19 #AstraZeneca #COVID19 https://t.co/Ryc3nRopxz",8,julio,2021,19.4416128,-99.1518637,CuauhtÃ©moc,#AstraZeneca,fiebre,astrazeneca,mediodia dolor cabeza poquito fiebre vacuna astrazeneca,08/07/2021
https://twitter.com/mimigutierrezgg/status/1413305212132106241,"Yo por la tarde ðŸ˜¶

2:17  pm dolor de cabeza y un poquito de fiebre #VacunaCOVID19 #AstraZeneca #COVID19 https://t.co/Ryc3nRopxz",8,julio,2021,19.4416128,-99.1518637,CuauhtÃ©moc,#AstraZeneca,dolor cabeza,astrazeneca,mediodia dolor cabeza poquito fiebre vacuna astrazeneca,08/07/2021
https://twitter.com/mimigutierrezgg/status/1413305004832739330,"8:11 pm dolor de cabeza y mucha fatiga ðŸ˜¶ðŸ˜­

#VacunaCOVID19 #AstraZeneca",8,julio,2021,19.4416128,-99.1518637,CuauhtÃ©moc,#AstraZeneca,dolor cabeza,astrazeneca,mediodia dolor cabeza fatiga vacuna astrazeneca,08/07/2021
https://twitter.com/mimigutierrezgg/status/1413305004832739330,"8:11 pm dolor de cabeza y mucha fatiga ðŸ˜¶ðŸ˜­

#VacunaCOVID19 #AstraZeneca",8,julio,2021,19.4416128,-99.1518637,CuauhtÃ©moc,#AstraZeneca,fatiga,astrazeneca,mediodia dolor cabeza fatiga vacuna astrazeneca,08/07/2021
https://twitter.com/mayalex08/status/1413174512368115723,"Segundo dÃ­a post #VacunaCOVID19 #astrazeneca paracetamol time, ya solo queda el dolor de cabeza, pero no importa! Si queremos medio ""normalidad"" #vacunate please! Todos a vacunarse!!!",8,julio,2021,19.4075059,-99.1917103,Miguel Hidalgo,#AstraZeneca,dolor cabeza,astrazeneca,post vacuna astrazeneca paracetamol time quedar dolor cabeza importar normalidad vacuna please vacuna,08/07/2021
https://twitter.com/blind__r9/status/1415148095663341576,"13 Horas 10 minutos POSTVACUNA COVID 

Cuerpo cortado, ligero dolor de cabeza y mucha fatiga

#VacunaCOVID19 #AstraZeneca @SimpsonitoMX https://t.co/TKzK9kCqi4",13,julio,2021,19.3591195,-99.0929294,Iztapalapa,#AstraZeneca,dolor cabeza,astrazeneca,hora minuto postvacuna covid cuerpo cortado ligero dolor cabeza fatiga vacuna astrazeneca,13/07/2021
https://twitter.com/blind__r9/status/1415148095663341576,"13 Horas 10 minutos POSTVACUNA COVID 

Cuerpo cortado, ligero dolor de cabeza y mucha fatiga

#VacunaCOVID19 #AstraZeneca @SimpsonitoMX https://t.co/TKzK9kCqi4",13,julio,2021,19.3591195,-99.0929294,Iztapalapa,#AstraZeneca,cuerpo cortado,astrazeneca,hora minuto postvacuna covid cuerpo cortado ligero dolor cabeza fatiga vacuna astrazeneca,13/07/2021
https://twitter.com/blind__r9/status/1415148095663341576,"13 Horas 10 minutos POSTVACUNA COVID 

Cuerpo cortado, ligero dolor de cabeza y mucha fatiga

#VacunaCOVID19 #AstraZeneca @SimpsonitoMX https://t.co/TKzK9kCqi4",13,julio,2021,19.3591195,-99.0929294,Iztapalapa,#AstraZeneca,fatiga,astrazeneca,hora minuto postvacuna covid cuerpo cortado ligero dolor cabeza fatiga vacuna astrazeneca,13/07/2021
https://twitter.com/ivanpunk20/status/1415031569803264003,"Ya me vacune, me pusieron 1ra dosis de #AstraZeneca y a 2 hrs de haber recibido la vacuna, solo tengo dolor en el brazo...
NingÃºn otro sÃ­ntoma y espero que asÃ­ siga todo!!!
NO TOME FOTO NI NADA NO ME SUBIRE AL TREN DEL MAME...",13,julio,2021,19.3591195,-99.0929294,Iztapalapa,#AstraZeneca,dolor brazo,astrazeneca,vacuna primero dosis astrazeneca hora recibir vacuna dolor brazo sintoma esperar seguir foto subire tren mame,13/07/2021
https://twitter.com/SamanthaGoodeMX/status/1400228134331502592,"CreÃ­ que no tendrÃ­a efectos por la vacuna, pero hace un par de horas empecÃ© con mucho frÃ­o, escalofrÃ­os y dolor de cuerpo. Nada de fiebre afortunadamente (aÃºn) 

Bueno, nada mÃ¡s me queda esperar. 

Me pusieron #AstraZeneca ðŸ’‰",2,junio,2021,19.3049539,-99.241301,La Magdalena Contreras,#AstraZeneca,fiebre,astrazeneca,creer efecto vacuna par hora empezar frio escalofrio dolor cuerpo fiebre afortunadamente quedar esperar astrazeneca,02/06/2021
https://twitter.com/SamanthaGoodeMX/status/1400228134331502592,"CreÃ­ que no tendrÃ­a efectos por la vacuna, pero hace un par de horas empecÃ© con mucho frÃ­o, escalofrÃ­os y dolor de cuerpo. Nada de fiebre afortunadamente (aÃºn) 

Bueno, nada mÃ¡s me queda esperar. 

Me pusieron #AstraZeneca ðŸ’‰",2,junio,2021,19.3049539,-99.241301,La Magdalena Contreras,#AstraZeneca,escalofrio,astrazeneca,creer efecto vacuna par hora empezar frio escalofrio dolor cuerpo fiebre afortunadamente quedar esperar astrazeneca,02/06/2021
https://twitter.com/SamanthaGoodeMX/status/1400228134331502592,"CreÃ­ que no tendrÃ­a efectos por la vacuna, pero hace un par de horas empecÃ© con mucho frÃ­o, escalofrÃ­os y dolor de cuerpo. Nada de fiebre afortunadamente (aÃºn) 

Bueno, nada mÃ¡s me queda esperar. 

Me pusieron #AstraZeneca ðŸ’‰",2,junio,2021,19.3049539,-99.241301,La Magdalena Contreras,#AstraZeneca, frio,astrazeneca,creer efecto vacuna par hora empezar frio escalofrio dolor cuerpo fiebre afortunadamente quedar esperar astrazeneca,02/06/2021
https://twitter.com/SamanthaGoodeMX/status/1400228134331502592,"CreÃ­ que no tendrÃ­a efectos por la vacuna, pero hace un par de horas empecÃ© con mucho frÃ­o, escalofrÃ­os y dolor de cuerpo. Nada de fiebre afortunadamente (aÃºn) 

Bueno, nada mÃ¡s me queda esperar. 

Me pusieron #AstraZeneca ðŸ’‰",2,junio,2021,19.3049539,-99.241301,La Magdalena Contreras,#AstraZeneca,dolor cuerpo,astrazeneca,creer efecto vacuna par hora empezar frio escalofrio dolor cuerpo fiebre afortunadamente quedar esperar astrazeneca,02/06/2021
https://twitter.com/jossielinda/status/1423820999242522625,"@edusax79 de la frutisima, vÃ³mitos, diarrea, febricula, dolor de cabeza infernal... 2a dosis del diablo #AstraZeneca",6,agosto,2021,19.2884203,-99.1670508,Tlalpan,#AstraZeneca,dolor cabeza,astrazeneca,frutisima vomito diarrea febricular dolor cabeza infernal dosis diablo astrazeneca,06/08/2021
https://twitter.com/JulietaRivo/status/1406696427690991617,"@Chescan4 AstraZeneca.  Con la 2a dosis tuve dolor de cabeza intenso x 2 dias, un poco de tos, dificultad para respirar y cansancio . Luego desapareciÃ³ todo",20,junio,2021,19.3717897,-99.1579191,Benito JuÃ¡rez,astrazeneca,dolor cabeza,astrazeneca,astrazeneca dosis dolor cabeza intenso dias tos dificultad respirar cansancio desaparecio,20/06/2021
https://twitter.com/JulietaRivo/status/1406696427690991617,"@Chescan4 AstraZeneca.  Con la 2a dosis tuve dolor de cabeza intenso x 2 dias, un poco de tos, dificultad para respirar y cansancio . Luego desapareciÃ³ todo",20,junio,2021,19.3717897,-99.1579191,Benito JuÃ¡rez,astrazeneca,cansancio,astrazeneca,astrazeneca dosis dolor cabeza intenso dias tos dificultad respirar cansancio desaparecio,20/06/2021
https://twitter.com/Rulocoster83/status/1412673424565096448,"TenÃ­a planeado para mÃ­ dÃ­a, no es hasta 9.5 horas despuÃ©s, que algunos sÃ­ntomas se presenta con AstraZeneca, un lijerondolor de garganta, sentimiento de fatiga y cuerpo como si te fuera a dar gripa, 4 hrs mÃ¡s tarde 2 AM, dolor en cuerpo y un tanto molesto para dormie",7,julio,2021,19.4416128,-99.1518637,CuauhtÃ©moc,astrazeneca,dolor garganta,astrazeneca,planeado hora sintoma presentar astrazeneca lijerondolor garganta sentimiento fatiga cuerpo gripa hora mediodia dolor cuerpo molesto dormir,07/07/2021
https://twitter.com/Rulocoster83/status/1412673424565096448,"TenÃ­a planeado para mÃ­ dÃ­a, no es hasta 9.5 horas despuÃ©s, que algunos sÃ­ntomas se presenta con AstraZeneca, un lijerondolor de garganta, sentimiento de fatiga y cuerpo como si te fuera a dar gripa, 4 hrs mÃ¡s tarde 2 AM, dolor en cuerpo y un tanto molesto para dormie",7,julio,2021,19.4416128,-99.1518637,CuauhtÃ©moc,astrazeneca,gripa,astrazeneca,planeado hora sintoma presentar astrazeneca lijerondolor garganta sentimiento fatiga cuerpo gripa hora mediodia dolor cuerpo molesto dormir,07/07/2021
https://twitter.com/Rulocoster83/status/1412673424565096448,"TenÃ­a planeado para mÃ­ dÃ­a, no es hasta 9.5 horas despuÃ©s, que algunos sÃ­ntomas se presenta con AstraZeneca, un lijerondolor de garganta, sentimiento de fatiga y cuerpo como si te fuera a dar gripa, 4 hrs mÃ¡s tarde 2 AM, dolor en cuerpo y un tanto molesto para dormie",7,julio,2021,19.4416128,-99.1518637,CuauhtÃ©moc,astrazeneca,fatiga,astrazeneca,planeado hora sintoma presentar astrazeneca lijerondolor garganta sentimiento fatiga cuerpo gripa hora mediodia dolor cuerpo molesto dormir,07/07/2021
https://twitter.com/Rulocoster83/status/1412673424565096448,"TenÃ­a planeado para mÃ­ dÃ­a, no es hasta 9.5 horas despuÃ©s, que algunos sÃ­ntomas se presenta con AstraZeneca, un lijerondolor de garganta, sentimiento de fatiga y cuerpo como si te fuera a dar gripa, 4 hrs mÃ¡s tarde 2 AM, dolor en cuerpo y un tanto molesto para dormie",7,julio,2021,19.4416128,-99.1518637,CuauhtÃ©moc,astrazeneca,dolor cuerpo,astrazeneca,planeado hora sintoma presentar astrazeneca lijerondolor garganta sentimiento fatiga cuerpo gripa hora mediodia dolor cuerpo molesto dormir,07/07/2021
https://twitter.com/darcag/status/1486410722380849166,"@locatel_mx Ayer aplicaron vacuna""Moderna"", en Vocacional 7, no AstraZeneca, que pasÃ³?, reacciones con molestia en extremidades, dolor y ligero ardor, lengua levemente como escaldada, sin aumento de temperatura.",26,enero,2022,19.3591195,-99.0929294,Iztapalapa,astrazeneca,temperatura,moderna,aplicaron vacunamoderna vocacional astrazeneca pasar reaccion molestia extremidad dolor ligero ardor lengua levemente escalada aumento temperatura,26/01/2022
https://twitter.com/LordVanhBurger/status/1415183498135195649,A poco mÃ¡s de 12 horas de estar vacunado con la 1er dosis de AstraZeneca no he sentido nada mÃ¡s allÃ¡ de un ligero dolor en el brazo.,14,julio,2021,19.3591195,-99.0929294,Iztapalapa,astrazeneca,dolor brazo,astrazeneca,hora vacuna primero dosis astrazeneca ligero dolor brazo,14/07/2021
https://twitter.com/PaulinaNares/status/1419048097598951428,"#ActualizaciÃ³n Vacuna AstraZeneca: toda la madrugada estuve con escalofrÃ­os, un poco de dolor de cabeza y febrÃ­cula. Hoy amanecÃ­ chida ðŸ˜Ž, ya solo dolor en e brazo.",24,julio,2021,19.2884203,-99.1670508,Tlalpan,astrazeneca,dolor cabeza,astrazeneca,actualizacion vacuna astrazeneca madrugada escalofrio dolor cabeza febricula amaneci chida dolor brazo,24/07/2021
https://twitter.com/PaulinaNares/status/1419048097598951428,"#ActualizaciÃ³n Vacuna AstraZeneca: toda la madrugada estuve con escalofrÃ­os, un poco de dolor de cabeza y febrÃ­cula. Hoy amanecÃ­ chida ðŸ˜Ž, ya solo dolor en e brazo.",24,julio,2021,19.2884203,-99.1670508,Tlalpan,astrazeneca,dolor brazo,astrazeneca,actualizacion vacuna astrazeneca madrugada escalofrio dolor cabeza febricula amaneci chida dolor brazo,24/07/2021
https://twitter.com/PaulinaNares/status/1419048097598951428,"#ActualizaciÃ³n Vacuna AstraZeneca: toda la madrugada estuve con escalofrÃ­os, un poco de dolor de cabeza y febrÃ­cula. Hoy amanecÃ­ chida ðŸ˜Ž, ya solo dolor en e brazo.",24,julio,2021,19.2884203,-99.1670508,Tlalpan,astrazeneca,escalofrio,astrazeneca,actualizacion vacuna astrazeneca madrugada escalofrio dolor cabeza febricula amaneci chida dolor brazo,24/07/2021
