Unnamed: 0,Dominant_Topic,Perc_Contribution,Topic_Keywords,0,url,tweet,dia,mes,año,latitud,longitud,alcaldia,termino
14,2.0,0.5259,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['semana', 'tocar', 'vacuna', 'alvaro', 'oregon', 'hijo', 'rango', 'sobrino', 'guadalajara', 'vivir', 'vino', 'vacuna', 'hijo', 'quedar', 'vacuna', 'vivir']",https://twitter.com/NoriegaConsuelo/status/1441517901002027009,@locatel_mx la próxima semana toca la vacunacion de 18 a 29 en Álvaro Obregón mi hijo esta en ese rango pero mi sobrino es de Guadalajara y vive con nosotros porque se vino a trabajar a la CDMX se puede vacunar junto con mi hijo o se quedará sin vacuna ya que vive aquí,24,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
17,2.0,0.4345,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['pregunta', 'sobrino', 'guadalajara', 'vivir', 'alvaro', 'oregon', 'casa', 'vacuna', 'vacuna', 'hijo', 'ano', 'tocar', 'vacuna']",https://twitter.com/NoriegaConsuelo/status/1441491023553650688,@SSaludCdMx Una pregunta mi sobrino es de Guadalajara y esta viviendo conmigo en Álvaro Obregón porque esta trabajando aquí y no puede ir a su casa a vacunarse puede vacunarse junto con mi hijo tienen 28 años y por fin toco la vacuna aquí,24,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
58,2.0,0.2595,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['cumpli', 'mes', 'primero', 'dosis', 'vengo', 'enterando', 'raza', 'rico', 'alvaro', 'oregon', 'luz', 'vacuna']",https://twitter.com/YoNanus/status/1437521494956023812,Ayer cumplí un mes de mi primer dosis y me vengo enterando que a la raza rica de la Álvaro Obregón ni sus luces con su vacuna https://t.co/yHEshQ64HG,13,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
66,2.0,0.6111,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['notice', 'querido', 'alvaro', 'oregon', 'vayamos', 'chingar', 'madre', 'chingue', 'vacuna', 'muerto', 'comprar', 'odio']",https://twitter.com/14AngieL/status/1436896721645326338,@GabrielaVarinas @lialimon @GobCDMX Nop😣🤧dice nuestra querida @Claudiashein que los de 18-29 en Álvaro Obregón nos vayamos a chingar a nuestra madre porque aunque la chinguemos a ella con la vacuna no nos la dará hasta que nos hayamos muerto unos y sean menos las que tenga que comprar🤑🙃🙂la odio😒 https://t.co/WmSQ3NYSsg,11,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
142,2.0,0.5185,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['chingo', 'perra', 'madre', 'vacuna', 'alvaro', 'oregon']",https://twitter.com/David_Beeet/status/1430560493492649991,@Claudiashein Ya xhinga a tu perra madre y vacuna Álvaro Obregón .,25,8,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
175,2.0,0.5185,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['alvaro', 'oregon', 'creer', 'cumpleanos', 'vacuna', 'jejeje']",https://twitter.com/McRouzlovers/status/1423687692940873729,@luzmagcruz Y Álvaro Obregón 🥺 Creo me van a dar de cumpleaños mi vacuna jejeje,6,8,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
260,2.0,0.325,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['lineamientos', 'vacuna', 'entrar', 'guarderia', 'venir', 'guarderia', 'azcapotzalco', 'finalizar', 'tramite', 'bebe', 'tocar', 'hexavalente', 'incluir', 'influenza', 'semana', 'ultimar', 'vacuna', 'influenza', 'marzo']",https://twitter.com/Masiel_ST/status/1582835032091414529,.@Tu_IMSS cuales son los lineamientos de vacunación para entrar a guardería? Venimos de la Guardería 12 de Azcapotzalco y no pudimos finalizar el trámite porque a mi bebé le toca la hexavalente (que incluye influenza) en 1 semana y su ultima vacuna de la influenza fue en marzo.,19,10,2022,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
263,2.0,0.6222,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['ta', 'vacuna', 'azcapotzalco', 'manana', 'sabado', 'junio']",https://twitter.com/AGUILAFLACA/status/1532908461138317314,@SSaludCdMx Dónde puedo ir a ponerme 4ta vacuna en Azcapotzalco mañana sábado 4 de junio,3,6,2022,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
275,2.0,0.2813,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['platicando', 'amigo', 'azcapotzalco', 'semana', 'tocar', 'vacuna', 'deber', 'terminamo', 'platicando', 'marca', 'baile', 'chupar', 'faros', 'comprar', 'senor']",https://twitter.com/CaroMayfair/status/1441958881911984130,"Estaba platicando con un amigo de Azcapotzalco, la próxima semana le toca su vacuna así que le dije qué debe llevar y todo eso. Terrminamos platicando sobre qué marca de boiler es buena porque el suyo chupó faros, dónde comprarlo y todo eso.

Ya somos señores.",25,9,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
278,2.0,0.5348,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['hijo', 'cumplir', 'septiembre', 'tocar', 'vacuna', 'azcapotzalco', 'venir']",https://twitter.com/rodrissan/status/1441560918588936196,"@EduardoClark buenas tardes mi hijo cumple 18 el 28 de septiembre pero le toca vacuna 1 o 2 días después aquí en Azcapotzalco además de no tener ine 
Que hacer ?",24,9,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
299,2.0,0.6658,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['chingo', 'madre', 'eduardo', 'clark', 'perra', 'semana', 'vacuna', 'azcapotzalco']",https://twitter.com/7LuisCabrera7/status/1439775155274797058,Chinga tu madre x2 Eduardo Clark otra perra semana sin vacuna en Azcapotzalco 🤡🤡🤡,19,9,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
366,2.0,0.4302,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['tercero', 'preguntar', 'tocar', 'vacuna', 'azcapotzalco', 'oficina', 'preguntar', 'verga']",https://twitter.com/Iceronpanu/status/1432173506192723975,@Claudiashein @GobCDMX Es la tercera vez que le pregunto... ¿Cuando toca la vacuna en Azcapotzalco? ¿Tengo que ir hasta sus oficinas a preguntarle o que verga?,29,8,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
403,2.0,0.4836,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['pedo', 'azcapotzalco', 'hijo', 'puta', 'madre', 'agua', 'vacuna', 'culero']",https://twitter.com/amoelkosako/status/1429486704507904003,@GobCDMX Que pedo con Azcapotzalco??????? Hijos de su puta madre sin agua y sin vacuna? No sean culeros,22,8,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
428,2.0,0.4222,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['olvidar', 'azcapotzalco', 'vacuna', 'hijo', 'verga']",https://twitter.com/megadriana_/status/1425288914659577860,"Ya se les olvidó Azcapotzalco para la vacuna de 18 a 29, hijos de la verga.",10,8,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
448,2.0,0.2593,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['lista', 'recibir', 'vacuna', 'manana', 'expediente', 'vacuna', 'horario', 'sede', 'identificacion', 'oficial', 'cubrebocas', 'gel', 'antibacterial', 'outfit', 'mamon', 'nervio', 'emocion', 'vacuna', 'azcapotzalco', 'sputnik']",https://twitter.com/itzelacaballero/status/1417294812856913920,"Lista para recibir vacuna mañana:

Expediente de vacunación ✔️
Horario y sede ✔️
Identificación oficial ✔️
Cubrebocas ✔️
Gel antibacterial ✔️
Outfit mam*lón ✔️

#QueNervias #QueEmoción #YoSiMeVacuno #Azcapotzalco ¡ahí te voy #SputnikV!",19,7,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
449,2.0,0.4732,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['ay', 'tocar', 'manana', 'vacuna', 'azcapotzalco', 'vacaciones', 'cd', 'regreso', 'viernes', 'delegacion']",https://twitter.com/PeyoteConMiel/status/1417126500118138886,"Aaaay que me toca mañana la vacuna en Azcapotzalco y estoy de vacaciones fuera de la cd. 😭😭
O me regreso hoy o me la pongo hasta el viernes en otra delegación",19,7,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
490,2.0,0.5858,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['feliz', 'mundo', 'semana', 'tocar', 'vacuna', 'azcapotzalco', 'tocar', 'mommy', 'vacuna']",https://twitter.com/itzelacaballero/status/1396141979755589632,"¡Hoy soy la más feliz del mundo, la siguiente semana toca vacuna en AZCAPOTZALCO! ¡YA LE TOCA A MI MOMMY!
#VacunasCOVID19 🤩🎉🎉🎈🎈",22,5,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
584,2.0,0.5753,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['veromendez', 'manana', 'tocar', 'abuela', 'vacuna', 'azcapotzalco', 'aparecer', 'hora', 'normal']",https://twitter.com/pedrazajorgelui/status/1369612233181904902,"@WRADIOMexico B día #veromendez mañana le toca a mi abuela la vacuna en Azcapotzalco, pero no nos aparece la hora solo el día. Es normal?",10,3,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
586,2.0,0.4534,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['hola', 'mama', 'vivir', 'azcapotzalco', 'tocar', 'manana', 'vacuna', 'ahorita', 'entro', 'checar', 'salir', 'tocar', 'arena', 'cd', 'mexico', 'octubre']",https://twitter.com/DianaRetana/status/1369329550262497282,"@locatel_mx hola, buenos días, mi mamá vive en Azcapotzalco y le tocaría mañana su vacuna, pero ahorita entro a checar y sale que le toca en Arena Cd de México hasta el 3 de octubre 🤷🏽‍♀️🤷🏽‍♀️🤷🏽‍♀️",9,3,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
601,2.0,0.1759,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['excelente', 'maestro', 'sabado', 'agridulce', 'suegro', 'vacuna', 'ecatepec', 'vacuna', 'chino', 'azcapotzalco', 'profe', 'deporte', 'hijo', 'fallecer', 'covid']",https://twitter.com/pedrazajorgelui/status/1366331891360661510,@warkentin Excelente día maestra! El sábado fue un día agri-dulce. Mi suegro fue vacunado en Ecatepec con la vacuna china pero en Azcapotzalco el profe de deportes de mi hijo falleció de covid,1,3,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
633,2.0,0.4187,"tocar, madre, cansancio, manana, pinche, hijo, felicidad, feliz, semana, mama","['registre', 'mama', 'vacuna', 'casa', 'llamar', 'benito', 'juez', 'refuerzo']",https://twitter.com/roc_santaanna/status/1481718673178087430,"@GobiernoMX @SSalud_mx Registre a mi mamá para vacuna en casa y nadie llama, en benito juarez cdmx cuando refuerzo de 50 a 60????????????????",13,1,2022,19.3717897,-99.1579191,Benito Juárez,"""vacuna Benito JuÃ¡rez"""
