,Dominant_Topic,Perc_Contribution,Topic_Keywords,0,lat,lon
21,0.0,0.1,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['opino', 'carlo', 'estrategia', 'vacuna']",19.232228,-99.324375
40,0.0,0.4908,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['cara', 'cansancio', 'feliz']",19.456367,-99.221136
46,0.0,0.55,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['seguro', 'vacuna', 'burro', 'acariciabo', 'pollo', 'canallo', 'tatin', 'ja', 'ja']",19.2846922,-99.140238
48,0.0,0.6147,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['animo', 'hermana', 'temor', 'meter', 'fatal', 'pintan', 'vacuna', 'bb']",19.2846922,-99.140238
54,0.0,0.5667,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['vete', 'burlar', 'eche', 'mama', 'gobierno', 'seguro', 'vacuna', 'servir', 'lamer']",19.3998346,-99.1843501
58,0.0,0.6093,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['ando', 'broma', 'volvi', 'retomar', 'dosis', 'diario', 'prosti', 'olvidar', 'hare', 'serotonino', 'vamonos']",19.3998346,-99.1843501
73,0.0,0.7749,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['harto', 'dosis', 'coffeand', 'metal', 'vivo', 'doble', 'carga']",19.3998346,-99.1843501
78,0.0,0.661,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['disfruto', 'red', 'twitter', 'imaganen', 'gracias', 'entero', 'registrar', 'vacuna', 'gracias']",18.3671046,-100.613313
87,0.0,0.7,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['cruda', 'desvelada', 'cansancio']",19.498594,-99.2481811
94,0.0,0.4651,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['efecto', 'secundario', 'vacuna', 'covid', 'inglaterra', 'quedar', 'chiquito', 'cara', 'asustar', 'barrio', 'vacuna', 'efecto', 'madrugada', 'bar', 'aledano']",19.2970107,-99.2058092
97,0.0,0.4301,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['fuerte', 'deseo', 'vacuna', 'papas', 'viejo']",19.3863707,-99.259495
102,0.0,0.4289,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['oportunidad', 'vacuna', 'registrar']",19.51799,-99.330259
103,0.0,0.6106,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['seguro', 'quedar', 'facil', 'descansabas', 'trabajaba', 'estudiabo', 'siguieras', 'tranquilo', 'ataco', 'vacuna']",19.357102,-99.1919955
121,0.0,0.775,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['puro', 'mentira', 'vacuna', 'ahorita', 'bie', 'borracho', 'vacaciones']",19.0763934,-99.7825792
126,0.0,0.3871,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['competencia', 'pagina', 'vacuna', 'falta', 'ortografia', 'incendio', 'plano']",19.456367,-99.221136
127,0.0,0.434,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['diciembre', 'empezar', 'antidepresivo', 'mierda', 'piel', 'pelo', 'metabolismo', 'sueno', 'bajar', 'dosis', 'cambiar', 'psico', 'recuperar', 'salud', 'regreso', 'never', 'aga']",19.232228,-99.324375
137,0.0,0.7,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['frustracion', 'cansancio', 'semana']",19.232228,-99.324375
140,0.0,0.533,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['comer', 'alimento', 'balanceado', 'vacuna', 'desparasitar', 'placa', 'identificacion', 'cuiden', 'atropellar', 'necesario', 'meter', 'nomina', 'prestacion']",19.375769,-99.137171
142,0.0,0.7,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['cansancio', 'quel', 'mental']",19.0763934,-99.7825792
146,0.0,0.6592,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['significar', 'equipo', 'estres', 'cansancio', 'desgaste', 'emocionado', 'jugar', 'ganar']",19.453698166986783,-99.19982573999654
157,0.0,0.1,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['fabuloso', 'dinamo', 'podio', 'streaming', 'radio', 'personalizar', 'skins', 'ai', 'vacuna']",19.2970107,-99.2058092
176,0.0,0.775,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['cansancio', 'mental', 'fisico']",19.3863707,-99.259495
184,0.0,0.4266,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['obvio', 'obvio', 'obvio', 'joto', 'pasar', 'covid', 'vacuna', 'pasea', 'oficina', 'cubrebocas', 'reir', 'gritar', 'salir', 'positivo']",19.3998346,-99.1843501
200,0.0,0.6588,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['gruesecita', 'costar', 'buscar', 'matiz', 'noticia', 'cansancio', 'buscate', 'tema', 'abuses', 'paciencia']",19.3668621,-99.067766
213,0.0,0.55,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['termine', 'marido', 'cansancio']",19.456367,-99.221136
220,0.0,0.324,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['chingando', 'cansancio', 'vivia', 'malo', 'preguntense', 'carajo', 'vivir', 'cocoo', 'familia', 'fecal']",19.4043522,-99.128294
266,0.0,0.3511,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['huixquilucan', 'vivo', 'cuadras', 'universidad', 'anahuac', 'vehiculo', 'vacuna', 'pie', 'vacuna', 'pie', 'rumbo', 'super', 'vacuna', 'aplicar']",19.412031,-99.413769
289,0.0,0.5304,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['cansancio', 'repetir', 'recomendacion', 'creer']",19.456367,-99.221136
293,0.0,0.3371,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['frase', 'favorita', 'papa', 'jodido', 'pendejo', 'providencia', 'cuidaba', 'avisar', 'hospital', 'disponible', 'vacuna', 'semana', 'razon', 'martinsillo']",19.444937,-99.180678
310,0.0,0.1,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['debut', 'hacias', 'dale', 'flaco']",19.3863707,-99.259495
317,0.0,0.7234,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['razon', 'caso', 'vuelta', 'ano', 'gratis', 'ahorita', 'lana', 'chiva', 'cabeza', 'europo', 'estorbabamento', 'cancha', 'buscaba', 'lucir', 'equipo']",19.357102,-99.1919955
321,0.0,0.5308,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['amigo', 'registrado', 'marido', 'vacuna', 'pagina', 'disponible']",19.3059713,-99.4041647
333,0.0,0.3899,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['Porque', 'michis', 'peludos', 'famili', 'Jornada', 'salud', 'casa', 'lacasadelasbrujasboutiqueandcoffee', 'jornadadesalud', 'esterilizacionfelina', 'vacuna', 'michi', 'peludo', 'vomito']",19.3998346,-99.1843501
341,0.0,0.7,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['cansancio', 'nivel', 'ronco', 'despierto']",19.2970107,-99.2058092
356,0.0,0.6999,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['cansancio', 'bicho', 'salir']",19.357102,-99.1919955
374,0.0,0.7,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['entender', 'problema', 'vacuna', 'lloren']",19.375769,-99.137171
376,0.0,0.1,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['vacuna', 'chingaderas']",19.3863707,-99.259495
377,0.0,0.775,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['cansancio', 'caminata', 'viaje', 'rendira', 'mexico']",19.3998346,-99.1843501
379,0.0,0.85,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['asustar', 'pelicula', 'leyenda', 'ambientar', 'ano', 'tema', 'zombie', 'empezar', 'vacuna', 'fallar', 'mexico', 'city', 'mexico']",19.4326,-99.1332
384,0.0,0.55,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['crecer', 'regalen', 'boleto', 'ricky', 'martin', 'cansancio', 'whats', 'happening', 'to']",19.3998346,-99.1843501
385,0.0,0.55,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['enojo', 'resentimiento', 'fracaso', 'cansancio', 'liga', 'guerrero']",19.3863707,-99.259495
390,0.0,0.82,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['tardar', 'dosis', 'rulo', 'chido', 'mama', 'abrazo']",19.3863707,-99.259495
397,0.0,0.7,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['cara', 'demostrar', 'cansancio', 'desilusion']",19.3998346,-99.1843501
399,0.0,0.7749,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['andamos', 'cansancio', 'actitud', 'positivo']",19.3668621,-99.067766
401,0.0,0.775,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['salir', 'madrid', 'jugar', 'vacuna', 'feo']",19.2156239,-99.6470277
409,0.0,0.7183,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['vecino', 'salvar', 'perrito', 'abandonar', 'culero', 'familia', 'adopcion', 'vacuna', 'esterilizado', 'precioso']",19.2970107,-99.2058092
412,0.0,0.575,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['scherzo', 'autoridad', 'decidir', 'juego', 'declarar', 'bajar', 'inning', 'actuacion', 'domingo', 'cansancio']",19.357102,-99.1919955
421,0.0,0.8714,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['perrito', 'buscar', 'hogar', 'esterilizado', 'desparasitar', 'vacuna', 'antirrabica', 'adopta', 'compre', 'llamar', 'metete', 'casa']",19.2156239,-99.6470277
430,0.0,0.5128,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['vacuna', 'seguir', 'salvar', 'vida', 'gente', 'vacunando']",19.3863707,-99.259495
439,0.0,0.5214,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['wow', 'jugar', 'paragua', 'vida', 'naci', 'vacuna', 'dios', 'merezco', 'merezco', 'pisar', 'suelo', 'sarcasmo']",19.444937,-99.180678
444,0.0,0.5241,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['escuche', 'feo', 'vacuna', 'ley', 'fuerte']",19.2846922,-99.140238
446,0.0,0.5137,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['confundimo', 'tristeza', 'cansancio', 'preferir', 'descansar']",19.3998346,-99.1843501
457,0.0,0.1,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['amamos', 'pezon', 'jj']",19.3998346,-99.1843501
463,0.0,0.6117,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['hola', 'querido', 'listo', 'dosis', 'descargas', 'electrico', 'vivo', 'abrazo', 'camino', 'oficina', 'abrazo']",19.372499,-98.989059
469,0.0,0.4437,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['verga', 'agarro', 'durisimo', 'cansancio', 'semana', 'movido']",19.3998346,-99.1843501
477,0.0,0.8714,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['cansancio', 'poquito', 'recuperar', 'poquito', 'olfato', 'gusto']",19.444937,-99.180678
481,0.0,0.1,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo",['vacuna'],19.498594,-99.2481811
485,0.0,0.1,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['damien', 'harris', 'rhamondre', 'stevenson', 'taylor', 'pierre', 'strong', 'compania']",19.087511,-99.315748
496,0.0,0.4294,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['fila', 'vacuna', 'influencia', 'madre', 'volver', 'jajaja', 'doble', 'coctel', 'vamono', 'protegido', 'sala', 'arma', 'ciudad', 'deportivo']",19.40751436,-99.09162641
498,0.0,0.594,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['atlas', 'bicampeon', 'adelantar', 'avisar', 'equipo', 'pasar', 'ano', 'campeon', 'diciembre', 'mano', 'coca', 'juego', 'repetir', 'dosis', 'sumamente', 'complejo', 'cr', 'amo', 'atlas', 'campeon']",19.2156239,-99.6470277
510,0.0,0.6676,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['pagina', 'vacuna', 'ruso', 'ano', 'twitter', 'seguidor', 'ano', 'lv']",19.498594,-99.2481811
512,0.0,0.6999,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['diario', 'dosis']",19.444937,-99.180678
515,0.0,0.1,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['kvas', 'cerveza', 'acordar', 'vacuna']",19.198192,-99.0693801
532,0.0,0.6999,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['vicente', 'auto', 'corrector', 'efecto', 'vacuna']",19.3998346,-99.1843501
534,0.0,0.58,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['salir', 'viaje', 'miercoles', 'vacuna', 'lunes']",19.3059713,-99.4041647
548,0.0,0.5084,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['doctora', 'duda', 'mama', 'refuerzo', 'vacuna', 'martes', 'semana', 'jueves', 'comenzar', 'sintoma', 'covid', 'creer', 'reaccion', 'martes', 'viernes', 'positivo', 'refuerzo', 'servir', 'aplicar']",19.357102,-99.1919955
558,0.0,0.775,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['miden', 'nivel', 'cansancio', 'traigo']",19.484399,-99.118665
564,0.0,0.7749,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['imposible', 'amplio', 'valentia', 'amor', 'vida', 'animo']",19.3954345,-99.5656355
568,0.0,0.7172,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['razon', 'cansancio', 'tristeza', 'alma', 'madre', 'canse', 'fisicamente', 'consejonopedido']",19.357102,-99.1919955
570,0.0,0.1,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['platano', 'alvarado', 'papel', 'hacias']",19.484399,-99.118665
574,0.0,0.4974,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['sudor', 'seco', 'cansancio', 'terminar', 'desaparecer', 'satisfaccion', 'lograr', 'propusiste']",19.2156239,-99.6470277
578,0.0,0.85,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['amigo', 'recomienden', 'vitamina', 'semana', 'cansancio', 'fisico', 'mental']",19.3998346,-99.1843501
584,0.0,0.3608,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['astrazeneca', 'patearon', 'feo', 'ahorita', 'sputnik', 'duro', 'neta', 'postracion', 'gusto']",19.498594,-99.2481811
588,0.0,0.82,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['animo', 'nota', 'cansancio', 'esperanza', 'heroe', 'luchar', 'contracorriente']",19.484399,-99.118665
592,0.0,0.8875,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['gracias', 'descanso', 'empezar', 'mudanza', 'cansancio', 'fisico', 'contenta', 'gracias', 'muestra', 'carino', 'escribire', 'saludo']",19.152878,-99.1600234
600,0.0,0.55,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['fan', 'backstreetboys', 'registrar', 'vacuna']",19.484399,-99.118665
618,0.0,0.6688,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['asocio', 'cansancio', 'lesion', 'presion', 'complicado', 'mantener', 'nivel', 'jornada', 'juego', 'carecemos', 'repulsivos', 'delantero', 'marquen', 'diferencia', 'saludo']",19.0763934,-99.7825792
619,0.0,0.4864,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['mero', 'acercar', 'fecha', 'listo', 'vacuna', 'banda', 'esperanza', 'ciudad', 'mexico']",19.37632,-99.15506
621,0.0,0.775,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['cuiden', 'vacuna', 'entender', 'costar', 'bajar', 'tantito', 'exceso', 'chav']",19.357102,-99.1919955
626,0.0,0.91,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['totalmente', 'mental', 'cara', 'tiro', 'penal', 'insistir', 'nervio', 'cansancio', 'mental', 'pasar', 'factura', 'hablar', 'cansancio', 'fisico']",19.4043522,-99.128294
634,0.0,0.1,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['vacuna', 'imaganen', 'condon']",19.357102,-99.1919955
635,0.0,0.5175,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['cara', 'emputado', 'llegar', 'vacuna', 'emputado', 'salir']",19.456367,-99.221136
647,0.0,0.8875,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['rompere', 'lomo', 'importar', 'terminar', 'muerto', 'cansancio', 'parar', 'auto', 'novia', 'amigo', 'vacaciones']",19.087511,-99.315748
655,0.0,0.5926,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['viejo', 'tocar', 'dosis', 'covid', 'metete', 'acabar', 'fuerza', 'mano', 'izquierda', 'metete']",19.2536,-99.6078
658,0.0,0.5824,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['neta', 'exhiban', 'nombre', 'jugar', 'caso', 'acoso', 'hablar', 'digno', 'vacuna']",19.213113,-99.322812
670,0.0,0.1,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['vacuna', 'conspiracion']",19.2970107,-99.2058092
673,0.0,0.55,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo",['cansancio'],18.3671046,-100.613313
683,0.0,0.5094,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['ahorita', 'janssen', 'cambiar', 'papelon', 'rayado', 'mundial', 'club']",19.357102,-99.1919955
698,0.0,0.5402,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['empezar', 'dosis', 'diario', 'alimento', 'cerebro']",19.213113,-99.322812
708,0.0,0.5988,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['sentir', 'trailero', 'atropellar', 'poquito', 'resaca', 'cansancio', 'estres']",19.213113,-99.322812
713,0.0,0.1,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['gordito', 'alcanzo', 'vacuna', 'extrano']",19.456367,-99.221136
714,0.0,0.63,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['animo', 'profesor', 'preferible', 'malestar', 'eh', 'contagiar', 'recibir', 'dosis', 'antidoto']",19.4043522,-99.128294
728,0.0,0.1,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['tardar', 'vacuna']",19.232228,-99.324375
729,0.0,0.6999,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['mr', 'ivermectina', 'enoje', 'tecito', 'pasiflorina', 'dalai', 'respiracion', 'olvidar', 'dosis', 'ivermectina']",19.2846922,-99.140238
730,0.0,0.8714,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['vencedora', 'mes', 'empezar', 'sintoma', 'dificil', 'miedo', 'sobrevivi', 'aplicar', 'vacuna']",19.357102,-99.1919955
731,0.0,0.7749,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['seguro', 'familia', 'vacuna', 'posiblemente', 'treta', 'recuperar']",19.357102,-99.1919955
735,0.0,0.775,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['llamado', 'abuelita', 'preguntar', 'vacuna']",19.3998346,-99.1843501
740,0.0,0.55,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['account', 'is', 'temporario', 'available', 'because', 'it', 'volante', 'the', 'twitter', 'policy', 'learn', 'more']",19.2970107,-99.2058092
741,0.0,0.6015,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['ay', 'cansancio', 'gana', 'comentar', 'tonteria', 'serio', 'razon', 'neta', 'pone']",19.2970107,-99.2058092
746,0.0,0.3683,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['paso', 'reglamentario', 'post', 'vacuna', 'deli', 'cerveza', 'pacifico']",19.0763934,-99.7825792
751,0.0,0.8875,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['semana', 'empezar', 'vacuna', 'ano', 'raro', 'deremecos', 'vacuna', 'pasarian', 'ano', 'vacuna', 'ridiculo', 'pasatiempo', 'favorito', 'sinceramente', 'salir']",19.456367,-99.221136
764,0.0,0.6519,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['cansancio', 'extrano', 'quedar', 'despistar', 'dispersion', 'mental', 'regresaremos', 'ritmo', 'lindo', 'domingo', 'nay']",18.3671046,-100.613313
766,0.0,0.1,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['weyes', 'desesperado', 'vacuna']",19.357102,-99.1919955
772,0.0,0.55,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['tranquilizes', 'cansancio', 'relax']",19.3998346,-99.1843501
791,0.0,0.7,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['saludo', 'recuperar', 'mareado', 'vacuna', 'bola', 'presentador']",19.3998346,-99.1843501
802,0.0,0.55,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['cansancio', 'sudor']",19.140585,-98.82704
814,0.0,0.4414,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['agregar', 'tipo', 'recuperar', 'honesto', 'honestos', 'listo', 'necesitar', 'vacuna', 'oxigeno', 'seguir', 'capricho', 'tren']",19.087511,-99.315748
824,0.0,0.4578,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['untar', 'jabon', 'tazon', 'boca', 'abajo', 'esperar', 'resbale', 'pequeno', 'repetir', 'proceso', 'cansancio', 'harias']",19.232228,-99.324375
852,0.0,0.7,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['asesinado', 'centinela', 'permanecer', 'despierto', 'jornada', 'cansancio', 'sucumbir', 'centinela', 'permanecer', 'quedar', 'resto', 'sepultado', 'leyenda']",19.51799,-99.330259
861,0.0,0.55,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['sobreviviendo', 'vacuna', 'comenzar', 'transformar']",19.4043522,-99.128294
863,0.0,0.3184,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['punto', 'vacuna', 'norte', 'ciudad', 'funcionar', 'cola', 'auto', 'puesto', 'costco', 'llegar', 'icalla', 'querido', 'punto', 'coche']",19.498594,-99.2481811
881,0.0,0.775,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['venir', 'comentario', 'entender', 'vacuna', 'cobrar', 'contribucion']",19.3863707,-99.259495
882,0.0,0.55,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['chul', 'maravilla', 'sociedad', 'cansancio', 'autoexploracion', 'humano']",19.3863707,-99.259495
897,0.0,0.1,"cansancio, dosis, registrar, empezar, feo, ano, vida, mama, abrazo, animo","['jodido', 'miseria', 'democratico', 'condicion', 'logistica', 'vacuna']",19.087511,-99.315748
