,Dominant_Topic,Perc_Contribution,Topic_Keywords,0,lat,lon
2,1.0,0.55,"esperar, llegar, sputnik, jajaja, dosis, manana, ruso, amigo, seguir, puse","['vacuna', 'ching', 'ando']",19.3998346,-99.1843501
6,1.0,0.5624,"esperar, llegar, sputnik, jajaja, dosis, manana, ruso, amigo, seguir, puse","['historia', 'amigo', 'pasar', 'covid', 'pego', 'vacuna', 'tiro']",18.3671046,-100.613313
12,1.0,0.7749,"esperar, llegar, sputnik, jajaja, dosis, manana, ruso, amigo, seguir, puse","['jajaja', 'deber', 'sentir', 'orgulloso', 'insuficiencia', 'vacuna', 'logro', 'ardido', 'voto', 'voto']",19.3863707,-99.259495
18,1.0,0.55,"esperar, llegar, sputnik, jajaja, dosis, manana, ruso, amigo, seguir, puse","['dirios', 'jefe', 'vacuna', 'unido']",19.3998346,-99.1843501
24,1.0,0.775,"esperar, llegar, sputnik, jajaja, dosis, manana, ruso, amigo, seguir, puse","['dios', 'pinche', 'pete', 'pinche', 'vacuna', 'infeliz']",19.232228,-99.324375
25,1.0,0.5462,"esperar, llegar, sputnik, jajaja, dosis, manana, ruso, amigo, seguir, puse","['ah', 'caray', 'fila', 'aplicar', 'vacuna', 'desconformes', 'vil', 'cara', 'infodemia', 'lor', 'brazo']",19.444937,-99.180678
26,1.0,0.5499,"esperar, llegar, sputnik, jajaja, dosis, manana, ruso, amigo, seguir, puse","['esperar', 'vacuna']",19.232228,-99.324375
28,1.0,0.4543,"esperar, llegar, sputnik, jajaja, dosis, manana, ruso, amigo, seguir, puse","['llegar', 'arrastrar', 'cansado', 'pensar', 'madrugar', 'decision', 'cansancio', 'fisico', 'necesitar', 'desgaste', 'emocional', 'extra', 'paz', 'gracias', 'bye']",19.3059713,-99.4041647
33,1.0,0.8875,"esperar, llegar, sputnik, jajaja, dosis, manana, ruso, amigo, seguir, puse","['espere', 'vacuna', 'dosis', 'esperar', 'seguir', 'cuidando', 'emocionado', 'expresar', 'sentimiento', 'bonito']",19.3998346,-99.1843501
41,1.0,0.4002,"esperar, llegar, sputnik, jajaja, dosis, manana, ruso, amigo, seguir, puse","['pepillorigel', 'vacuna', 'alcaldia', 'miami', 'caro', 'pedir', 'amigo', 'prestir', 'comprobante', 'domicilio', 'ecatepec', 'iztacalco']",19.3863707,-99.259495
47,1.0,0.3877,"esperar, llegar, sputnik, jajaja, dosis, manana, ruso, amigo, seguir, puse","['jajajaja', 'miercoles', 'manana', 'vacuna', 'lalo', 'festejar', 'cafe', 'pan', 'dulce', 'guardar', 'aron']",19.3059713,-99.4041647
