Unnamed: 0,Dominant_Topic,Perc_Contribution,Topic_Keywords,0,url,tweet,dia,mes,año,latitud,longitud,alcaldia,termino
145,4.0,0.4018,"pensar, papa, creer, hablar, gente, senor, vacunarte, listo, completo, feliz","['vivo', 'alvaro', 'oregon', 'obvio', 'penultimo', 'alcaldia', 'vacuna', 'vacuna', 'tocar', 'miedo', 'salir', 'contagiar', 'altamente', 'terminar', 'intubado', 'gracias']",https://twitter.com/elhaaronjpg/status/1429917490658914311,"@i_alaniis .@EduardoClark Yo vivo en Álvaro Obregón y es obvio que seré la penúltima alcaldía en vacunar, ¿me pueden dar la vacuna que le tocaba a ella?, cada vez tengo más miedo salir a trabajar y contagiarme altamente y terminar intubado, gracias.",23,8,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
212,4.0,0.4906,"pensar, papa, creer, hablar, gente, senor, vacunarte, listo, completo, feliz","['ja', 'serio', 'paso', 'vacuna', 'tercero', 'edad', 'hospital', 'vacuna', 'falta', 'pension', 'pan', 'tomo', 'bandera', 'morena', 'oir', 'pan', 'ganar', 'avaro', 'obrero']",https://twitter.com/danielcejudo6/status/1402861080469295105,"@HLGatell jaj  en  serio  que paso con la  vacuna a los de la  tercera  edad. y  a los  que  trabajamos  en hospitales  nos vacunaron una vez  falta la  segunda esto  ya  la pensión el  PAN  las  tomo  como banderas suyas  mientras MOrena zzzzzzz y no nos oyó,, el PAN gano  Alvaro Obregon",10,6,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
213,4.0,0.4907,"pensar, papa, creer, hablar, gente, senor, vacunarte, listo, completo, feliz","['ja', 'serio', 'paso', 'vacuna', 'tercero', 'edad', 'hospital', 'vacuna', 'falta', 'pension', 'pan', 'tomo', 'bandera', 'morena', 'oir', 'pan', 'ganar', 'avaro', 'obrero']",https://twitter.com/danielcejudo6/status/1402860501814726656,"@lopezobrador_ jaj  en  serio  que paso con la  vacuna a los de la  tercera  edad. y  a los  que  trabajamos  en hospitales  nos vacunaron una vez  falta la  segunda esto  ya  la pensión el  PAN  las  tomo  como banderas suyas  mientras MOrena zzzzzzz y no nos oyó,, el PAN gano  Alvaro Obregon",10,6,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
214,4.0,0.4907,"pensar, papa, creer, hablar, gente, senor, vacunarte, listo, completo, feliz","['ja', 'serio', 'paso', 'vacuna', 'tercero', 'edad', 'hospital', 'vacuna', 'falta', 'pension', 'pan', 'tomo', 'bandera', 'morena', 'oir', 'pan', 'ganar', 'avaro', 'obrero']",https://twitter.com/danielcejudo6/status/1402860384277696518,"@yeidckol @lopezobrador_ jaj  en  serio  que paso con la  vacuna a los de la  tercera  edad. y  a los  que  trabajamos  en hospitales  nos vacunaron una vez  falta la  segunda esto  ya  la pensión el  PAN  las  tomo  como banderas suyas  mientras MOrena zzzzzzz y no nos oyó,, el PAN gano  Alvaro Obregon",10,6,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
408,4.0,0.4036,"pensar, papa, creer, hablar, gente, senor, vacunarte, listo, completo, feliz","['llamaran', 'azcapotzalco', 'vacuna', 'malo', 'dosis', 'hermana', 'completar', 'esquema', 'vacuna', 'tocar', 'seguir', 'esperar', 'esquema', 'completo']",https://twitter.com/tsundoku181/status/1429281009401483268,"Lo bueno: al parecer ahora sí llamarán a #Azcapotzalco a la #vacunacion. 😀
Lo malo: es para segunda dosis de 40-49. 🥺
Lo bueno de nuevo: una de mis hermanas podrá completar su esquema de vacuna.😊
Nos tocará seguir esperando, pero al menos otros ya tendrán esquema completo.",21,8,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
460,4.0,0.2467,"pensar, papa, creer, hablar, gente, senor, vacunarte, listo, completo, feliz","['dosis', 'vacuna', 'covid', 'vecino', 'azcapotzalco', 'poli', 'zacatenco', 'gente', 'llegar', 'aplicado', 'vacuna', 'minuto', 'viernes']",https://twitter.com/Gabo_Escobedo/status/1410984587434598400,"Por fin la segunda dosis de la vacuna 🆚 el COVID-19.

Vecinos de #Azcapotzalco vayan al Poli de Zacatenco, ahí no hay nada de gente, yo desde que llegué y hasta que me fue aplicada la vacuna tarde 14 minutos!!!

Buen viernes tengan todos 👊🏻 https://t.co/fsbjpjXOvM",2,7,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
462,4.0,0.5278,"pensar, papa, creer, hablar, gente, senor, vacunarte, listo, completo, feliz","['saludo', 'azcapotzalco', 'mexico', 'reposando', 'vacuna', 'importante', 'juego']",https://twitter.com/Bachismix/status/1410269901365952514,"@FOXSportsMX @rgarciaochoa @alexblanco23 Saludos desde Azcapotzalco México, reposando la vacuna y viendo tan importante juego",30,6,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
536,4.0,0.4131,"pensar, papa, creer, hablar, gente, senor, vacunarte, listo, completo, feliz","['favor', 'leer', 'nota', 'herida', 'azcapotzalco', 'aclarar', 'vacuna', 'poquito', 'responsable', 'titular', 'adulto', 'vacuna', 'miedo']",https://twitter.com/MARAVILLOSA67/status/1371564637657964546,"Por favor lean la nota, no es en merida, fue en azcapotzalco y ya aclararon que no fue por la vacuna. Podrían ser un poquito más responsables en los titulares? Hay adultos mayores que no quieren vacunarse por miedo",15,3,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
541,4.0,0.2504,"pensar, papa, creer, hablar, gente, senor, vacunarte, listo, completo, feliz","['adulto', 'azcapotzalco', 'fallecer', 'domingo', 'recibir', 'vacuna', 'pfizer', 'covid', 'descartar', 'muerte', 'relacionado', 'biologico', 'echar', 'culpa', 'debate', 'hipertension', 'morir', 'llegar', 'casa', 'recibir', 'vacuna']",https://twitter.com/gamaride/status/1371556757496066049,"Un adulto mayor de Azcapotzalco falleció el domingo tras recibir la vacuna Pfizer contra covid-19, @SSalud_mx como siempre descartó que la muerte esté relacionada con el biológico, echan culpa a la debates, hipertensión murió al llegar a casa tras recibir la vacuna....",15,3,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
567,4.0,0.3889,"pensar, papa, creer, hablar, gente, senor, vacunarte, listo, completo, feliz","['tocar', 'papa', 'azcapotzalco', 'alivio', 'sigamos', 'cuidando', 'vacuna', 'cubrebocas']",https://twitter.com/YhonThomas/status/1371281841450151936,"@daniellemx_ Hoy le tocó a mi papá en Azcapotzalco, es un alivio, sigamos cuidándonos #vacuna #UsaCubrebocas",14,3,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
