Unnamed: 0,Dominant_Topic,Perc_Contribution,Topic_Keywords,0,url,tweet,dia,mes,año,latitud,longitud,alcaldia,termino
18,3.0,0.7778,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['excelente', 'alvaro', 'oregon', 'vacuna']",https://twitter.com/alicejochotmai1/status/1441461940979585028,"@EduardoClark Excelente, por fin Álvaro Obregón tendrá su vacuna de 18 a 29 👏👏👏🇲🇽🇲🇽🇲🇽🇲🇽",24,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
23,3.0,0.7037,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['vacuna', 'alvaro', 'oregon']",https://twitter.com/la__melcocha/status/1441278483590692864,@GobCDMX Cuando la vacuna para los de 18-29 en Álvaro Obregón!!!?,24,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
24,3.0,0.3377,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['padre', 'vacuna', 'ano', 'avaro', 'oregon', 'venir', 'enfermado', 'puesto', 'vacuna']",https://twitter.com/klaudia5690/status/1441253028166729731,@Claudiashein Que padreee!!! Cuando vas a vacunar a los de 18 a 29 años en Alvaro Obregon? Quieres venir a ver a los que se han enfermado y se han puesto mal porque no tienen ninguna vacuna????,23,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
25,3.0,0.5834,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['alvaro', 'oregon', 'llegar', 'pan', 'muerto', 'vacuna', 'jajajaja', 'sisisisis', 'llenamo', 'pancito']",https://twitter.com/Dime_sai/status/1441165102581833737,"@oveja_b Aquí en Álvaro Obregón dónde no llega ni el pan de muerto, ni la vacuna. 🥺 
Jajajajaja, sisisisis llenanos de pancito.",23,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
28,3.0,0.4794,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['salir', 'vacuna', 'alvaro', 'oregon', 'salir', 'formar']",https://twitter.com/dimedann/status/1440879466033647616,"Cuándo saldrá la vacuna de los 18 a 29 para Álvaro Obregón, para cuando salga ya me formé en los de 30",22,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
29,3.0,0.3838,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['vacuna', 'alvaro', 'oregon', 'primero', 'dosis', 'neta']",https://twitter.com/KarenEs99299717/status/1440831293860712459,@AlcaldiaAO @Claudiashein @lopezobrador_ @AlbertoEsteva Para cuándo la vacuna de Álvaro Obregón primera docis de 18   es neta que llevan ya la segunda y nada nosotros,22,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
30,3.0,0.5343,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['gustar', 'frase', 'vacuna', 'alvaro', 'oregon', 'lento']",https://twitter.com/Fer_Romanoff/status/1440736665023107075,"Me gustó esta frase 
Tu y yo como la #Vacuna para Álvaro Obregón ... Vamos lento",22,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
32,3.0,0.6331,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['pasar', 'mes', 'vacuna', 'llegar', 'alvaro', 'oregon']",https://twitter.com/astralemm/status/1440343761586769928,Ya pasaron dos meses y la vacuna aún no llega a Álvaro Obregón :(( https://t.co/rW72Js6xy3,21,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
34,3.0,0.7037,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['disculpar', 'palabrota', 'suave', 'vacuna', 'alvaro', 'oregon']",https://twitter.com/maytedelrojo/status/1439774343177949186,me van a disculpar la palabrota pero ya estuvo suave @GobCDMX para cuándo la vacuna de 18 a 29 en Álvaro Obregón ???!!!!,19,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
35,3.0,0.5278,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['alvaro', 'oregon', 'vacuna', 'covid']",https://twitter.com/itzeeel_fraaa99/status/1439635757187145729,Los de la Álvaro Obregón (18-29) : ¿que es eso de la vacuna contra el covid?,19,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
37,3.0,0.4222,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['pinche', 'vacuna', 'alvaro', 'oregon', 'entender']",https://twitter.com/LaMalaC/status/1439245275844038671,¿va a haber o no va a haber pinche vacuna para los 18-29 en Álvaro Obregón? No estoy entendiendo nada.,18,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
40,3.0,0.8221,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['pasar', 'vacuna', 'ano', 'alvaro', 'oregon']",https://twitter.com/oarellano58/status/1439209881987395588,@telediario Saben si ya pasó la vacuna de 19 años en Álvaro Obregón???,18,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
41,3.0,0.5953,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['avaro', 'oregon', 'olvidar', 'alcaldia', 'avaro', 'oregon', 'ey', 'joven', 'necesitar', 'vacuna']",https://twitter.com/Margari65305277/status/1439103187064082432,@GobCDMX Y para cuando en alvaro obregon no se olviden que también en la alcaldía alvaro obregon ay jóvenes que necesitan la vacuna,18,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
42,3.0,0.3674,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['levantar', 'mano', 'creer', 'valio', 'alvaro', 'oregon', 'toque', 'vacuna', 'ano', 'cool', 'home']",https://twitter.com/Ev_Lunaa/status/1439050252296900611,"Levanten la mano los que creen que ya valió Álvaro Obregón en que nos toque vacuna este año. Digo, estamos cool trabajando desde home peeeeeero….",17,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
44,3.0,0.7777,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['vacuna', 'alvaro', 'oregon', 'dosis']",https://twitter.com/paolalocano/status/1438996740569538565,@SSaludCdMx ¿Y la vacuna para los de 18 a 29 de la Álvaro Obregón? ¡Ni una sola dosis tenemos!,17,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
45,3.0,0.3704,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['callate', 'vacuna', 'alvaro', 'obrero']",https://twitter.com/ernictheja/status/1438909415550332933,@Claudiashein Cállate y vacuna a los de 18+ en álvaro obregon,17,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
46,3.0,0.4738,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['primero', 'vacuna', 'ano', 'avaro', 'oregon']",https://twitter.com/MonicaSantacru1/status/1438842302697512965,@EduardoClark @Claudiashein y la primera vacuna para los de 18 a 29 años en Alvaro Obregon para CUANDO???????,17,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
47,3.0,0.7037,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['vacuna', 'avaro', 'oregon']",https://twitter.com/ChelouKass/status/1438712117612269568,@Claudiashein @GobCDMX Y la vacuna para los de 18 a 30 en Alvaro Obregón ? Cuando?,16,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
48,3.0,0.4223,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['alvaro', 'oregon', 'vacuna', 'joven', 'votacion', 'olvidado']",https://twitter.com/JosLuis09498562/status/1438564111022010371,"@SSaludCdMx Y Álvaro Obregón cuando la vacuna para los jóvenes de 18 a 29, o por que no hay votacio es, la tienen olvidada...",16,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
49,3.0,0.7778,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['alvaro', 'oregon', 'llegar', 'vacuna', 'cicloviar']",https://twitter.com/babelussy/status/1438532731109986305,"@Chrisstoffer_La En Álvaro Obregón no ha llegado ni la vacuna, menos una ciclovía 😪",16,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
50,3.0,0.7777,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['vacuna', 'alvaro', 'oregon', 'hincha', 'regalada', 'ganar']",https://twitter.com/Brandon75994890/status/1438145596691468293,@Claudiashein Y la vacuna para Álvaro Obregón para cuando se les hincha su regalada gana,15,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
51,3.0,0.7778,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['vacuna', 'alvaro', 'oregon', 'adulto', 'vacuna']",https://twitter.com/Victor40285139/status/1438126645488111625,"@rxroxanafraust La vacuna para Álvaro Obregón de adultos 18 a 29, para cuando? @HLGatell @m_ebrard @AztecaNoticias @MVSNoticias #VacunacionCDMX",15,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
52,3.0,0.7778,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['vacuna', 'alvaro', 'oregon', 'adulto', 'vacuna']",https://twitter.com/Victor40285139/status/1438126099616124928,"@Anapatr13805111 @GobCDMX La vacuna para Álvaro Obregón de adultos 18 a 29, para cuando? @HLGatell @lopezobrador_  @Claudiashein @vacunacioncd #VacunacionCDMX",15,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
53,3.0,0.7037,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['vacuna', 'alvaro', 'oregon']",https://twitter.com/LaMaleeslaMale/status/1437920407328378881,Pa cuando la vacuna de Álvaro Obregón 18 a 29 @Claudiashein 🤷🏼‍♀️,14,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
55,3.0,0.7778,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['esperar', 'vacuna', 'alvaro', 'oregon']",https://twitter.com/amanda_centenno/status/1437795245937340426,Aquí esperando la vacuna de 18-29 en Álvaro Obregón https://t.co/F9SzDDN8t4,14,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
56,3.0,0.7037,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['vacuna', 'avaro', 'oregon']",https://twitter.com/eljahroi/status/1437634399709892610,"@Claudiashein @SSC_CDMX @AlcaldiaAO Y la vacuna, para la alvaro obregon?",13,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
57,3.0,0.7037,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['vacuna', 'alvaro', 'oregon']",https://twitter.com/sanjorge_consej/status/1437562418411020290,@GobCDMX Y la vacuna para los de 18 a 30 en Álvaro Obregón??? Para cuando??,13,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
59,3.0,0.5429,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['joven', 'alvaro', 'oregon', 'seguir', 'esperar', 'primero', 'dosis', 'vacuna']",https://twitter.com/MarcelaGarca4/status/1437275903416053760,@MuySuFrida Los jóvenes de 17 a 20 de Álvaro Obregón CDMX siguen esperando la primera dosis de alguna vacuna.,12,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
60,3.0,0.5278,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['vacuna', 'joven', 'alvaro', 'obligar']",https://twitter.com/Cecilia45694188/status/1437125466842976261,@Claudiashein Y la vacuna para los jóvenes de Álvaro Obregón,12,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
61,3.0,0.5337,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['vacuna', 'ano', 'alvaro', 'oregon', 'faltar', 'chavos', 'regresen', 'vacuna']",https://twitter.com/Norma627848071/status/1436998035452596229,@GobCDMX Cuando habrá vacuna para los de 18 años en Álvaro Obregón??? Faltan todos los chavos y ya quieren q regresen a la UNAM 😶sin vacuna NO!!!!,12,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
63,3.0,0.5599,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['dosis', 'vacuna', 'ano', 'alvaro', 'oregon']",https://twitter.com/la__melcocha/status/1436922393285603328,@AlcaldiaAO @AlbertoEsteva Para cuando la 1 dosis de vacuna para los de 18 a 29 años en Álvaro Obregón!!!!!!,12,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
64,3.0,0.3659,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['tocar', 'vacuna', 'alvaro', 'oregon', 'ano', 'negligencia', 'neta', 'dosis', 'tambo', 'pagar', 'impuesto']",https://twitter.com/moy09bm/status/1436916086574882816,"@Claudiashein @AlcaldiaAO @SSalud_mx @SSaludCdMx  Cuando le va a tocar la vacuna a la Álvaro Obregón a los de 18-29 años? Que negligencia neta, muchos ya van por su segunda dosis. Tmb pagamos impuestos nosotros.",11,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
65,3.0,0.5405,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['vacuna', 'joven', 'delegacion', 'avaro', 'obligar']",https://twitter.com/Ins96293859/status/1436898629294477312,@Claudiashein  Cuando la vacuna para los jovenes de la delegación Alvaro Obregón,11,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
67,3.0,0.428,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['valemos', 'pinche', 'gobierno', 'mandamos', 'chingar', 'madre', 'morena', 'alcaldia', 'cuajimalpa', 'empezar', 'martes', 'phizerpara', 'alvaro', 'oregon', 'vacuna', 'seguir', 'bendicion', 'jajaja']",https://twitter.com/14AngieL/status/1436894794693947393,"@GabrielaVarinas @lialimon @GobCDMX Nosotros valemos menos para el pinche gobierno, qué bueno que mandamos a shingar a su madre a Morena en estás alcaldías. Cuajimalpa empieza el martes con Phizer🥳🙌🏻🌟para Álvaro Obregón no hay vacuna aún, a seguir con la bendición jajaja https://t.co/bcjQQscMcf",11,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
68,3.0,0.5239,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['avaro', 'oregon', 'siquiera', 'tocar', 'vacuna', 'mayoresno', 'castigado']",https://twitter.com/adri02602160/status/1436809250274222080,@Alcaldia_Coy @JuanDlosCuentos En Alvaro Obregón estamos peor! @lialimon Ni siquiera nos dicen cuando nos tocará la vacuna a 18 y mayores...nos tienen castigados!,11,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
69,3.0,0.4222,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['pinche', 'vacuna', 'alvaro', 'oregon', 'coyoacan']",https://twitter.com/soyroger___/status/1436791271159476228,@GobCDMX Y hasta cuando van a dar la pinché vacuna para Álvaro Obregón y Coyoacán de 18 a 29!!!,11,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
70,3.0,0.5665,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['ayudano', 'reportaje', 'olvidar', 'dosis', 'vacuna', 'primero', 'alvaro', 'oregon']",https://twitter.com/14AngieL/status/1436782036526772232,@yohaliresendiz @Tu_IMSS @zoerobledo Ayúdanos haciendo un reportaje de cómo @GobCDMX se está olvidando de la segunda dosis de vacuna para 30-39 y primera de 18-29 en Álvaro Obregón 😭😭😭,11,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
71,3.0,0.3949,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['deber', 'manifestacion', 'alvaro', 'oregon', 'exigir', 'dosis', 'sputnik', 'primero', 'seguir', 'vacuna', 'seguir', 'bendicion']",https://twitter.com/14AngieL/status/1436781297058435076,"Debemos hacer una manifestación los de Álvaro Obregón para exijir la segunda dosis de Sputnik para 30-39 y primera para 18-29, yo digo porque nos siguen sin tomar en cuenta para la vacuna. O tal vez AO no es parte de la cmdx y por eso seguimos con la bendición 
@lialimon @GobCDMX https://t.co/lb8mc4fvSl",11,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
73,3.0,0.7777,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['wey', 'alvaro', 'oregon', 'tocar', 'vacuna']",https://twitter.com/CarliSantamaria/status/1436754939867455490,"Wey, por qué a Álvaro Obregón no le ha tocado vacuna para los de 18-29 ??? https://t.co/bcm3UvrlkN",11,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
74,3.0,0.6852,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['semana', 'olvidar', 'existir', 'alvaro', 'oregon', 'vacuna']",https://twitter.com/IsmaCoriia/status/1436752684552445952,Una semana más en que @Claudiashein olvida que existe Álvaro Obregón y nos deja sin vacuna https://t.co/R0AqbTXYvM,11,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
75,3.0,0.5387,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['vacuna', 'chico', 'siquiera', 'primero', 'olvidar', 'alvaro', 'oregon']",https://twitter.com/Lila2021__/status/1436748356513062918,@GobCDMX Cómo es posible que ya van por la segunda vacuna  y hay chicos que ni siquiera tienen la primera!!!...Ya olvidaron a Álvaro Obregón ...,11,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
76,3.0,0.3017,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['jajaja', 'inicien', 'juego', 'hambre', 'cuajimalpa', 'alvaro', 'oregon', 'obtener', 'vacuna']",https://twitter.com/ferchoAC97/status/1436747019322802180,@GobCDMX Jajaja que inicien los juegos del hambre entre los de cuajimalpa y álvaro obregón por obtener la vacuna..,11,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
77,3.0,0.8222,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['vacuna', 'alvaro', 'oregon', 'ano', 'olvidar']",https://twitter.com/PiolinVivis/status/1436737795616296963,@GobCDMX @SSaludCdMx Para cuando la vacuna para Álvaro Obregón a los de 18-29 años? Se olvidaron de nosotros o que?,11,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
78,3.0,0.5278,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['pinche', 'vacuna', 'alvaro', 'oregon']",https://twitter.com/megustaelmar3/status/1436341355761000485,Ya quiero que pongan la pinche vacuna en Álvaro Obregón 🥴,10,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
79,3.0,0.7778,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['oiga', 'milenio', 'alvaro', 'oregon', 'vacuna']",https://twitter.com/Captainbolillo/status/1436221020139032578,@Claudiashein @SacmexCDMX Oiga y nosotros los milenials de la Álvaro Obregón pa cuando la vacuna?,10,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
81,3.0,0.5185,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['llego', 'primero', 'temblor', 'vacuna', 'alvaro', 'oregon', 'hosp']",https://twitter.com/miguel_bourdon/status/1435996171529510919,@GobCDMX Llego primero el temblor que la vacuna para Álvaro Obregón para los de 18 a 29 hdsp!,9,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
83,3.0,0.5278,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['pinche', 'vacuna', 'alvaro', 'oregon']",https://twitter.com/Ivan00695732/status/1435979182215991297,@GobCDMX ¿Y para pinches cuando la vacuna de 18 a 29 en Álvaro Obregón?,9,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
84,3.0,0.5278,"esperar, juez, benito, seguir, oregon, dosis, alvaro, adulto, llegar, alcaldia","['pinche', 'vacuna', 'alvaro', 'oregon']",https://twitter.com/sebas_hilari/status/1435972218454872065,@GobCDMX Y para cuando la pinche vacuna para los de 18-29 en Álvaro Obregón 🥲🥲🥲🥲,9,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
