id,url,date,content,likeCount,retweetCount,replyCount,coordinates,place,latitud,longitud,radio,tweet_tokenizado
1519669602367815681,https://twitter.com/mara_glz/status/1519669602367815681,2022-04-28 13:27:21+00:00,Buenos y adoloridos días del brazo y dolor de cabeza por la Vacuna de ayer. Peroooooooooo alguien tiene que trabajar 😉,3,0,0,"{'longitude': -99.2058092, 'latitude': 19.2970107}","{'fullName': 'Coyoacán, Distrito Federal', 'name': 'Coyoacán', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['buen', 'adolorido', 'dia', 'brazo', 'dolor', 'cabeza', 'vacuno', 'ayer', 'alguien', 'trabajar']"
1518293889232384000,https://twitter.com/AzullCielito16/status/1518293889232384000,2022-04-24 18:20:46+00:00,Con dolor de cabeza por la vacuna pero con actitud de salir 🙃😊✌️ https://t.co/kXkkRJjXdL,2,0,1,"{'longitude': -99.140238, 'latitude': 19.2846922}","{'fullName': 'Iztapalapa, Distrito Federal', 'name': 'Iztapalapa', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['dolor', 'cabeza', 'vacuno', 'actitud', 'salir']"
1494813112637263874,https://twitter.com/MademoisellJess/status/1494813112637263874,2022-02-18 23:16:32+00:00,Ayer me tocó mi tercera dosis de la vacuna Sputnik y hoy siento como si hubiera hecho 100 horas de zumba continuas 😭 además del dolor de brazo y cabeza. Esta potente está madre.,3,0,0,"{'longitude': -99.315748, 'latitude': 19.087511}","{'fullName': 'Tlalpan, Distrito Federal', 'name': 'Tlalpan', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['ayer', 'tocar', 'tercero', 'dosis', 'vacuna', 'sputnik', 'hoy', 'sentir', 'si', 'hecho', 'hora', 'zumba', 'continuo', 'adema', 'dolor', 'brazo', 'cabeza', 'potente', 'madre']"
1493597706748669957,https://twitter.com/J2ACVDOMER/status/1493597706748669957,2022-02-15 14:46:57+00:00,"Ya saliendo de la reacción de la vacuna 💉 solo queda el sueño porque no pude dormir con semejante dolor de cabeza y fiebre , a darle!",0,0,0,"{'longitude': -99.1843501, 'latitude': 19.3998346}","{'fullName': 'Cuauhtémoc, Distrito Federal', 'name': 'Cuauhtémoc', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['salir', 'reaccion', 'vacuna', 'solo', 'quedar', 'sueno', 'poder', 'dormir', 'semejante', 'dolor', 'cabeza', 'fiebre', 'dar']"
1489775470841372676,https://twitter.com/OmmarRG/status/1489775470841372676,2022-02-05 01:38:45+00:00,"Al menos las reacciones a la vacuna de refuerzo son mínimas. Ligero dolor en el brazo, sueño y dolor de cabeza. 🤪💉",1,0,0,"{'longitude': -99.259495, 'latitude': 19.3863707}","{'fullName': 'Miguel Hidalgo, Distrito Federal', 'name': 'Miguel Hidalgo', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['menos', 'reaccion', 'vacuno', 'refuerzo', 'minima', 'ligero', 'dolor', 'brazo', 'sueno', 'dolor', 'cabeza']"
1489323978581843971,https://twitter.com/Elfhelm1304/status/1489323978581843971,2022-02-03 19:44:41+00:00,"@Buenrollo13 Si no tuviera sus dos dosis de Pfizer/BioNTech. Mi hija de 14  con 2 dosis, paciente con afecciones cardíacas y asma, solo tuvo dolor de cabeza y perdida persistente de algunos sabores. Sin sus dosis de vacuna, tal vez ya no tendría hijos por su asma bronquial.",0,0,1,"{'longitude': -99.221136, 'latitude': 19.456367}","{'fullName': 'Azcapotzalco, Distrito Federal', 'name': 'Azcapotzalco', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['si', 'dos', 'dosis', 'pfizer', 'biontech', 'hijar', 'dosis', 'paciente', 'afeccion', 'cardiaco', 'asma', 'solo', 'dolor', 'cabeza', 'perdido', 'persistente', 'sabor', 'dosis', 'vacuna', 'tal', 'vez', 'hijo', 'asma', 'bronquial']"
1489253732726370307,https://twitter.com/verushhk/status/1489253732726370307,2022-02-03 15:05:33+00:00,"Vengo de la oscuridad a decir que sobreviví a la noche post vacuna rusa a pesar del dolor de cabeza y de cuerpo, apendejamiento y fiebre. A ver qué tal pinta día... https://t.co/KNqdhYu8Db",5,0,2,"{'longitude': -99.180678, 'latitude': 19.444937}","{'fullName': 'Gustavo A. Madero, Distrito Federal', 'name': 'Gustavo A. Madero', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['venir', 'oscuridad', 'decir', 'sobrevivi', 'noche', 'post', 'vacuno', 'ruso', 'pesar', 'dolor', 'cabeza', 'cuerpo', 'apendejamiento', 'fiebrir', 'ver', 'tal', 'pinta', 'dia']"
1488253084149194758,https://twitter.com/JCBeristain72/status/1488253084149194758,2022-01-31 20:49:20+00:00,"Me lleva la pitufichingada casi 3 años invictos y el pinche bichito-virus #OmicronVariant entró a mi casa, me siento muy bien y así seguiremos mi esposa también muy bien un poco de dolor de cabeza y hoy ibamos a ponernos la vacuna de refuerzo!! https://t.co/rn4W5mvtJX",1,0,1,"{'longitude': -99.324375, 'latitude': 19.232228}","{'fullName': 'Álvaro Obregón, Distrito Federal', 'name': 'Álvaro Obregón', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['llevar', 'pitufichingado', 'casi', 'ano', 'invicto', 'pinche', 'bichito', 'virus', 'omicron', 'variante', 'entro', 'casa', 'sentir', 'bien', 'asi', 'seguir', 'esposa', 'bien', 'dolor', 'cabeza', 'hoy', 'ibar', 'poner', 'vacuna', 'refuerzo']"
1472809738203238400,https://twitter.com/jmhakenka/status/1472809738203238400,2021-12-20 06:02:59+00:00,@HLGatell Dr. Está vacuna a echo reacción en muchas personas con dolor de cabeza y más porque se  autorizo Astra y no la misma que se puso con segunda dosis y en reportes dice que aztra no es efectiva contra omicron debe de dar una respuesta .,1,0,0,"{'longitude': -99.2058092, 'latitude': 19.2970107}","{'fullName': 'Coyoacán, Distrito Federal', 'name': 'Coyoacán', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['doctor', 'vacuna', 'hecho', 'reaccion', 'mucho', 'persona', 'dolor', 'cabeza', 'autorizo', 'astrazeneca', 'mismo', 'poner', 'segundo', 'dosis', 'report', 'decir', 'astrazeneca', 'efectivo', 'omicron', 'deber', 'dar', 'respuesta']"
1443742580995416068,https://twitter.com/_nen_esq/status/1443742580995416068,2021-10-01 01:00:29+00:00,"Los efectos de la vacuna me hicieron los mandados, pero, el dolor de cadera no, y no puedo tomar nada que no sea paracetamol. 🥴
Entre cólicos, dolor de cabeza y dolor de cadera, neta, gana la cadera.",0,0,0,"{'longitude': -99.2058092, 'latitude': 19.2970107}","{'fullName': 'Coyoacán, Distrito Federal', 'name': 'Coyoacán', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['efecto', 'vacuno', 'hacer', 'mandado', 'dolor', 'cadera', 'poder', 'tomar', 'paracetamol', 'colico', 'dolor', 'cabeza', 'dolor', 'cadera', 'neto', 'ganar', 'cadera']"
1423302864768798728,https://twitter.com/GisRiquelmeL/status/1423302864768798728,2021-08-05 15:20:21+00:00,Dos días de que me pusieron mi segunda dosis de vacuna #AstraZeneca y vuelvo a despertar con dolor de cabeza 😩😩😩,0,0,1,"{'longitude': -99.315748, 'latitude': 19.087511}","{'fullName': 'Tlalpan, Distrito Federal', 'name': 'Tlalpan', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['dos', 'dio', 'poner', 'segundo', 'dosis', 'vacuna', 'astrazeneca', 'vuelvo', 'despertar', 'dolor', 'cabeza']"
1420190889310310400,https://twitter.com/missautumn98/status/1420190889310310400,2021-07-28 01:14:28+00:00,"Holiii les quería contar que hoy me aplicaron la primera dosis de la vacuna... el único malestar que tengo por el momento es dolor de cabeza. 
A lo mejor el viernes hago directo, yo les aviso.

Tomen awita y sigan cuidándose. 💜",3,0,0,"{'longitude': -99.315748, 'latitude': 19.087511}","{'fullName': 'Tlalpan, Distrito Federal', 'name': 'Tlalpan', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['hola', 'queria', 'contar', 'hoy', 'aplicar', 'primero', 'dosis', 'vacuno', 'unico', 'malestar', 'momento', 'dolor', 'cabeza', 'mejor', 'viernes', 'hacer', 'directo', 'aviso', 'tomar', 'agito', 'seguir', 'cuidar']"
1419048097598951428,https://twitter.com/PaulinaNares/status/1419048097598951428,2021-07-24 21:33:25+00:00,"#Actualización Vacuna AstraZeneca: toda la madrugada estuve con escalofríos, un poco de dolor de cabeza y febrícula. Hoy amanecí chida 😎, ya solo dolor en e brazo.",1,0,0,"{'longitude': -99.315748, 'latitude': 19.087511}","{'fullName': 'Tlalpan, Distrito Federal', 'name': 'Tlalpan', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['actualizacion', 'vacuno', 'astrazeneca', 'todo', 'madrugada', 'escalofrio', 'dolor', 'cabeza', 'febricular', 'hoy', 'amanecer', 'chido', 'solo', 'dolor', 'brazo']"
1417636118007361538,https://twitter.com/luntien/status/1417636118007361538,2021-07-21 00:02:43+00:00,"Mamá: después de la vacuna te puede dar mareo, dolor de cabeza, cuerpo cortado, fiebre, escalofríos, hinchazón.
Yo: https://t.co/wIjWCRLuF2",0,0,0,"{'longitude': -99.1919955, 'latitude': 19.357102}","{'fullName': 'Benito Juárez, Distrito Federal', 'name': 'Benito Juárez', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['mama', 'despues', 'vacuna', 'poder', 'dar', 'mareo', 'dolor', 'cabeza', 'cuerpo', 'cortado', 'fiebrir', 'escalofrio', 'hinchazon']"
1416495572140298244,https://twitter.com/DELFINAZUL691/status/1416495572140298244,2021-07-17 20:30:36+00:00,"@karinnam24 No me ha dado Covid..el 15 de mayo 21 me pusieron la vacuna ..me dió fiebre y dolor de cuerpo..dos días después todo normal..pero desde ese día ..tengo muchas molestias continuas como dolor de cuerpo, de cabeza...debilidad ocacional... problemas estomacales...",1,0,0,"{'longitude': -99.413769, 'latitude': 19.412031}","{'fullName': 'Naucalpan de Juárez, México', 'name': 'Naucalpan de Juárez', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['dar', 'covid', 'mayo', 'poner', 'vacuno', 'dar', 'fiebre', 'dolor', 'cuerpo', 'dos', 'dia', 'despu', 'normal', 'dia', 'mucho', 'molestia', 'continuo', 'dolor', 'cuerpo', 'cabeza', 'debilidad', 'ocacional', 'problema', 'estomacal']"
1414230083439636488,https://twitter.com/Michelle_rv604/status/1414230083439636488,2021-07-11 14:28:21+00:00,"A mis padres les pusieron la vacuna de #AstraZeneca papá solo tuvo dolor de cabeza y mamá absolutamente nada. Hoy todos se quejan y lloran, está raro",1,0,1,"{'longitude': -99.140238, 'latitude': 19.2846922}","{'fullName': 'Iztapalapa, Distrito Federal', 'name': 'Iztapalapa', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['padre', 'poner', 'vacuna', 'astrazeneca', 'papa', 'solo', 'dolor', 'cabeza', 'mama', 'absolutamente', 'hoy', 'quejar', 'llorar', 'raro']"
1413500119597477892,https://twitter.com/gallomunoz/status/1413500119597477892,2021-07-09 14:07:44+00:00,"@warkentin @jrisco listo la primera vacuna - hoy con dolor de cabeza infame - pero bien ya dando - @asilascosasw besos, abrazos y apapachos. https://t.co/9rllqhROUI",0,0,0,"{'longitude': -99.1919955, 'latitude': 19.357102}","{'fullName': 'Benito Juárez, Distrito Federal', 'name': 'Benito Juárez', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['listo', 'primero', 'vacuna', 'hoy', 'dolor', 'cabeza', 'infamar', 'bien', 'dar', 'beso', 'abrazo', 'apapacho']"
